Security_Symbol,             ,Security_Type,Current_Pos_Limit,Current_NearTerm_Limit
DFIP  ,               ,Equity,2500000   ,0         
DFIS  ,               ,Equity,2500000   ,0         
DFIV  ,               ,Equity,25000000  ,0         
DFJ   ,               ,Equity,2500000   ,0         
DFLI  ,               ,Equity,25000000  ,0         
DFLV  ,               ,Equity,5000000   ,0         
DFNL  ,               ,Equity,2500000   ,0         
DFS   ,               ,Equity,25000000  ,0         
DFSU  ,               ,Equity,2500000   ,0         
DFSV  ,               ,Equity,7500000   ,0         
DFUS  ,               ,Equity,7500000   ,0         
DFUV  ,               ,Equity,7500000   ,0         
DG    ,               ,Equity,25000000  ,0         
DGICA ,               ,Equity,2500000   ,0         
DGII  ,               ,Equity,7500000   ,0         
DGLY  ,               ,Equity,25000000  ,0         
DGRO  ,               ,Equity,25000000  ,0         
DGRS  ,               ,Equity,2500000   ,0         
DGRW  ,               ,Equity,20000000  ,0         
DGS   ,               ,Equity,5000000   ,0         
DGT   ,               ,Equity,2500000   ,0         
DGX   ,               ,Equity,25000000  ,0         
DH    ,               ,Equity,25000000  ,0         
DHC   ,               ,Equity,25000000  ,0         
DHI   ,               ,Equity,25000000  ,0         
DHR   ,               ,Equity,25000000  ,0         
DHS   ,               ,Equity,2500000   ,0         
DHT   ,               ,Equity,25000000  ,0         
DHX   ,               ,Equity,7500000   ,0         
DIA   ,               ,Equity,30000000  ,0         
DIBS  ,               ,Equity,5000000   ,0         
DICE  ,               ,Equity,25000000  ,0         
DIDIY ,               ,Equity,25000000  ,0         
DIG   ,               ,Equity,5000000   ,0         
DIHP  ,               ,Equity,5000000   ,0         
DIN   ,               ,Equity,5000000   ,0         
DINO  ,               ,Equity,25000000  ,0         
DIOD  ,               ,Equity,5000000   ,0         
DIS   ,               ,Equity,25000000  ,0         
DISH  ,               ,Equity,25000000  ,0         
DISV  ,               ,Equity,2500000   ,0         
DIV   ,               ,Equity,5000000   ,0         
DIVB  ,               ,Equity,2500000   ,0         
DIVI  ,               ,Equity,2500000   ,0         
DIVO  ,               ,Equity,7500000   ,0         
DJD   ,               ,Equity,2500000   ,0         
DJIA  ,               ,Equity,2500000   ,0         
DJP   ,               ,Equity,5000000   ,0         
DK    ,               ,Equity,25000000  ,0         
DKL   ,               ,Equity,2500000   ,0         
DKNG  ,               ,Equity,50000000  ,0         
DKS   ,               ,Equity,25000000  ,0         
DLB   ,               ,Equity,7500000   ,0         
DLHC  ,               ,Equity,2500000   ,0         
DLN   ,               ,Equity,5000000   ,0         
DLNG  ,               ,Equity,2500000   ,0         
DLO   ,               ,Equity,25000000  ,0         
DLPN  ,               ,Equity,25000000  ,0         
DLR   ,               ,Equity,25000000  ,0         
DLS   ,               ,Equity,2500000   ,0         
DLTH  ,               ,Equity,2500000   ,0         
DLTR  ,               ,Equity,25000000  ,0         
DLX   ,               ,Equity,5000000   ,0         
DM    ,               ,Equity,78500000  ,0         
DMAC  ,               ,Equity,2500000   ,0         
DMAT  ,               ,Equity,2500000   ,0         
DMLP  ,               ,Equity,2500000   ,0         
DMRC  ,               ,Equity,2500000   ,0         
DMTK  ,               ,Equity,25000000  ,0         
DNA   ,               ,Equity,50000000  ,0         
DNB   ,               ,Equity,25000000  ,0         
DNL   ,               ,Equity,2500000   ,0         
DNLI  ,               ,Equity,20000000  ,0         
DNMR  ,               ,Equity,25000000  ,0         
DNN   ,               ,Equity,25000000  ,0         
DNOW  ,               ,Equity,25000000  ,0         
DNUT  ,               ,Equity,25000000  ,0         
DO    ,               ,Equity,25000000  ,0         
DOC   ,               ,Equity,25000000  ,0         
DOCN  ,               ,Equity,25000000  ,0         
DOCS  ,               ,Equity,25000000  ,0         
DOCU  ,               ,Equity,25000000  ,0         
DOG   ,               ,Equity,25000000  ,0         
DOGZ  ,               ,Equity,25000000  ,0         
DOL   ,               ,Equity,2500000   ,0         
DOLE  ,               ,Equity,20000000  ,0         
DOMA  ,               ,Equity,25000000  ,0         
DOMO  ,               ,Equity,20000000  ,0         
DON   ,               ,Equity,5000000   ,0         
DOOO  ,               ,Equity,2500000   ,0         
DOOR  ,               ,Equity,2500000   ,0         
DORM  ,               ,Equity,2500000   ,0         
DOUG  ,               ,Equity,20000000  ,0         
DOV   ,               ,Equity,25000000  ,0         
DOW   ,               ,Equity,25000000  ,0         
DOX   ,               ,Equity,20000000  ,0         
DOYU  ,               ,Equity,25000000  ,0         
DPRO  ,               ,Equity,7500000   ,0         
DPST  ,               ,Equity,25000000  ,0         
DPZ   ,               ,Equity,20000000  ,0         
DQ    ,               ,Equity,25000000  ,0         
DRD   ,               ,Equity,7500000   ,0         
DRH   ,               ,Equity,25000000  ,0         
DRI   ,               ,Equity,25000000  ,0         
DRIO  ,               ,Equity,5000000   ,0         
DRIP  ,               ,Equity,25000000  ,0         
DRIV  ,               ,Equity,7500000   ,0         
DRLL  ,               ,Equity,5000000   ,0         
DRN   ,               ,Equity,7500000   ,0         
DRQ   ,               ,Equity,5000000   ,0         
DRRX  ,               ,Equity,7500000   ,0         
DRS   ,               ,Equity,20000000  ,0         
DRSK  ,               ,Equity,2500000   ,0         
DRTT  ,               ,Equity,5000000   ,0         
DRV   ,               ,Equity,7500000   ,0         
DRVN  ,               ,Equity,7500000   ,0         
DSGN  ,               ,Equity,7500000   ,0         
DSGX  ,               ,Equity,5000000   ,0         
DSHK  ,               ,Equity,25000000  ,0         
DSI   ,               ,Equity,7500000   ,0         
DSKE  ,               ,Equity,7500000   ,0         
DSL   ,               ,Equity,7500000   ,0         
DSP   ,               ,Equity,2500000   ,0         
DSTL  ,               ,Equity,2500000   ,0         
DSX   ,               ,Equity,25000000  ,0         
DT    ,               ,Equity,25000000  ,0         
DTC   ,               ,Equity,7500000   ,0         
DTD   ,               ,Equity,2500000   ,0         
DTE   ,               ,Equity,25000000  ,0         
DTEAF ,               ,Equity,2500000   ,0         
DTEC  ,               ,Equity,2500000   ,0         
DTH   ,               ,Equity,2500000   ,0         
DTIL  ,               ,Equity,25000000  ,0         
DTM   ,               ,Equity,20000000  ,0         
DUDE  ,               ,Equity,2500000   ,0         
DUG   ,               ,Equity,7500000   ,0         
DUHP  ,               ,Equity,7500000   ,0         
DUK   ,               ,Equity,25000000  ,0         
DUOL  ,               ,Equity,7500000   ,0         
DURA  ,               ,Equity,2500000   ,0         
DUSL  ,               ,Equity,2500000   ,0         
DUST  ,               ,Equity,25000000  ,0         
DV    ,               ,Equity,25000000  ,0         
DVA   ,               ,Equity,25000000  ,0         
DVAX  ,               ,Equity,25000000  ,0         
DVN   ,               ,Equity,25000000  ,0         
DVOL  ,               ,Equity,2500000   ,0         
DVY   ,               ,Equity,25000000  ,0         
DVYE  ,               ,Equity,5000000   ,0         
DWAC  ,               ,Equity,25000000  ,0         
DWAS  ,               ,Equity,2500000   ,0         
DWM   ,               ,Equity,2500000   ,0         
DWX   ,               ,Equity,2500000   ,0         
DX    ,               ,Equity,25000000  ,0         
DXC   ,               ,Equity,25000000  ,0         
DXCM  ,               ,Equity,100000000 ,0         
DXD   ,               ,Equity,7500000   ,0         
DXJ   ,               ,Equity,7500000   ,0         
DXJS  ,               ,Equity,2500000   ,0         
DXLG  ,               ,Equity,20000000  ,0         
DXPE  ,               ,Equity,2500000   ,0         
DXYN  ,               ,Equity,2500000   ,0         
DY    ,               ,Equity,7500000   ,0         
DYAI  ,               ,Equity,25000000  ,0         
DYN   ,               ,Equity,7500000   ,0         
DZSI  ,               ,Equity,5000000   ,0         
E     ,               ,Equity,20000000  ,0         
EA    ,               ,Equity,25000000  ,0         
EAF   ,               ,Equity,25000000  ,0         
EAGG  ,               ,Equity,5000000   ,0         
EAR   ,               ,Equity,25000000  ,0         
EARN  ,               ,Equity,2500000   ,0         
EAST  ,               ,Equity,5000000   ,0         
EAT   ,               ,Equity,25000000  ,0         
EATV  ,               ,Equity,2500000   ,0         
EATZ  ,               ,Equity,2500000   ,0         
EB    ,               ,Equity,25000000  ,0         
EBAY  ,               ,Equity,25000000  ,0         
EBC   ,               ,Equity,25000000  ,0         
EBET  ,               ,Equity,25000000  ,0         
EBF   ,               ,Equity,2500000   ,0         
EBIX  ,               ,Equity,7500000   ,0         
EBIZ  ,               ,Equity,2500000   ,0         
EBLU  ,               ,Equity,2500000   ,0         
EBND  ,               ,Equity,7500000   ,0         
EBON  ,               ,Equity,25000000  ,0         
EBS   ,               ,Equity,25000000  ,0         
EBTC  ,               ,Equity,2500000   ,0         
EC    ,               ,Equity,25000000  ,0         
ECH   ,               ,Equity,25000000  ,0         
ECL   ,               ,Equity,25000000  ,0         
ECLN  ,               ,Equity,2500000   ,0         
ECNS  ,               ,Equity,2500000   ,0         
ECON  ,               ,Equity,2500000   ,0         
ECPG  ,               ,Equity,7500000   ,0         
ECVT  ,               ,Equity,25000000  ,0         
ED    ,               ,Equity,25000000  ,0         
EDAP  ,               ,Equity,2500000   ,0         
EDC   ,               ,Equity,2500000   ,0         
EDIT  ,               ,Equity,25000000  ,0         
EDIV  ,               ,Equity,2500000   ,0         
EDOC  ,               ,Equity,2500000   ,0         
EDOW  ,               ,Equity,2500000   ,0         
EDR   ,               ,Equity,25000000  ,0         
EDU   ,               ,Equity,25000000  ,0         
EDUT  ,               ,Equity,2500000   ,0         
EDV   ,               ,Equity,7500000   ,0         
EDZ   ,               ,Equity,7500000   ,0         
EE    ,               ,Equity,7500000   ,0         
EEFT  ,               ,Equity,7500000   ,0         
EELV  ,               ,Equity,7500000   ,0         
EEM   ,               ,Equity,100000000 ,0         
EEMA  ,               ,Equity,2500000   ,0         
EEMS  ,               ,Equity,2500000   ,0         
EEMV  ,               ,Equity,25000000  ,0         
EEMX  ,               ,Equity,5000000   ,0         
EES   ,               ,Equity,2500000   ,0         
EET   ,               ,Equity,2500000   ,0         
EEV   ,               ,Equity,2500000   ,0         
EEX   ,               ,Equity,2500000   ,0         
EFA   ,               ,Equity,100000000 ,0         
EFAS  ,               ,Equity,2500000   ,0         
EFAV  ,               ,Equity,25000000  ,0         
EFAX  ,               ,Equity,2500000   ,0         
EFC   ,               ,Equity,25000000  ,0         
EFG   ,               ,Equity,25000000  ,0         
EFO   ,               ,Equity,2500000   ,0         
EFSC  ,               ,Equity,5000000   ,0         
EFTR  ,               ,Equity,25000000  ,0         
EFV   ,               ,Equity,25000000  ,0         
EFX   ,               ,Equity,25000000  ,0         
EFXT  ,               ,Equity,2500000   ,0         
EFZ   ,               ,Equity,5000000   ,0         
EG    ,               ,Equity,7500000   ,0         
EGAN  ,               ,Equity,2500000   ,0         
EGBN  ,               ,Equity,7500000   ,0         
EGHT  ,               ,Equity,25000000  ,0         
EGIO  ,               ,Equity,25000000  ,0         
EGLE  ,               ,Equity,7500000   ,0         
EGLX  ,               ,Equity,7500000   ,0         
EGO   ,               ,Equity,25000000  ,0         
EGP   ,               ,Equity,5000000   ,0         
EGRX  ,               ,Equity,5000000   ,0         
EGY   ,               ,Equity,25000000  ,0         
EH    ,               ,Equity,25000000  ,0         
EHAB  ,               ,Equity,25000000  ,0         
EHC   ,               ,Equity,25000000  ,0         
EHTH  ,               ,Equity,20000000  ,0         
EIDO  ,               ,Equity,7500000   ,0         
EIG   ,               ,Equity,2500000   ,0         
EIGR  ,               ,Equity,7500000   ,0         
EINC  ,               ,Equity,2500000   ,0         
EIX   ,               ,Equity,25000000  ,0         
EKG   ,               ,Equity,2500000   ,0         
EKSO  ,               ,Equity,2500000   ,0         
EL    ,               ,Equity,25000000  ,0         
ELA   ,               ,Equity,2500000   ,0         
ELAN  ,               ,Equity,25000000  ,0         
ELD   ,               ,Equity,2500000   ,0         
ELDN  ,               ,Equity,2500000   ,0         
ELF   ,               ,Equity,25000000  ,0         
ELMD  ,               ,Equity,2500000   ,0         
ELME  ,               ,Equity,7500000   ,0         
ELMSQ ,               ,Equity,25000000  ,0         
ELP   ,               ,Equity,7500000   ,0         
ELS   ,               ,Equity,25000000  ,0         
ELV   ,               ,Equity,25000000  ,0         
ELVN  ,               ,Equity,5000000   ,0         
ELYS  ,               ,Equity,25000000  ,0         
EMAN  ,               ,Equity,20000000  ,0         
EMB   ,               ,Equity,25000000  ,0         
EMBC  ,               ,Equity,25000000  ,0         
EMBD  ,               ,Equity,2500000   ,0         
EMBK  ,               ,Equity,25000000  ,0         
EME   ,               ,Equity,7500000   ,0         
EMFM  ,               ,Equity,2500000   ,0         
EMFQ  ,               ,Equity,2500000   ,0         
EMGF  ,               ,Equity,2500000   ,0         
EMKR  ,               ,Equity,7500000   ,0         
EMLC  ,               ,Equity,25000000  ,0         
EMLP  ,               ,Equity,7500000   ,0         
EMN   ,               ,Equity,25000000  ,0         
EMQQ  ,               ,Equity,5000000   ,0         
EMR   ,               ,Equity,25000000  ,0         
EMTY  ,               ,Equity,2500000   ,0         
EMWPF ,               ,Equity,25000000  ,0         
EMX   ,               ,Equity,5000000   ,0         
EMXC  ,               ,Equity,20000000  ,0         
ENB   ,               ,Equity,25000000  ,0         
ENDPQ ,               ,Equity,25000000  ,0         
ENFN  ,               ,Equity,7500000   ,0         
ENFR  ,               ,Equity,2500000   ,0         
ENG   ,               ,Equity,5000000   ,0         
ENIC  ,               ,Equity,25000000  ,0         
ENLC  ,               ,Equity,25000000  ,0         
ENLV  ,               ,Equity,2500000   ,0         
ENOB  ,               ,Equity,2500000   ,0         
ENOV  ,               ,Equity,25000000  ,0         
ENPH  ,               ,Equity,25000000  ,0         
ENR   ,               ,Equity,20000000  ,0         
ENRG  ,               ,Equity,2500000   ,0         
ENS   ,               ,Equity,5000000   ,0         
ENSG  ,               ,Equity,5000000   ,0         
ENSV  ,               ,Equity,7500000   ,0         
ENTA  ,               ,Equity,5000000   ,0         
ENTG  ,               ,Equity,25000000  ,0         
ENTX  ,               ,Equity,25000000  ,0         
ENV   ,               ,Equity,7500000   ,0         
ENVA  ,               ,Equity,5000000   ,0         
ENVX  ,               ,Equity,25000000  ,0         
ENZ   ,               ,Equity,7500000   ,0         
ENZL  ,               ,Equity,2500000   ,0         
EOG   ,               ,Equity,25000000  ,0         
EOLS  ,               ,Equity,7500000   ,0         
EOSE  ,               ,Equity,25000000  ,0         
EPAC  ,               ,Equity,7500000   ,0         
EPAM  ,               ,Equity,25000000  ,0         
EPC   ,               ,Equity,7500000   ,0         
EPD   ,               ,Equity,25000000  ,0         
EPI   ,               ,Equity,7500000   ,0         
EPIX  ,               ,Equity,25000000  ,0         
EPM   ,               ,Equity,5000000   ,0         
EPP   ,               ,Equity,7500000   ,0         
EPR   ,               ,Equity,7500000   ,0         
EPRT  ,               ,Equity,25000000  ,0         
EPS   ,               ,Equity,2500000   ,0         
EPSN  ,               ,Equity,2500000   ,0         
EPV   ,               ,Equity,25000000  ,0         
EQ    ,               ,Equity,5000000   ,0         
EQAL  ,               ,Equity,2500000   ,0         
EQBK  ,               ,Equity,2500000   ,0         
EQC   ,               ,Equity,25000000  ,0         
EQH   ,               ,Equity,25000000  ,0         
EQIX  ,               ,Equity,7500000   ,0         
EQL   ,               ,Equity,2500000   ,0         
EQNR  ,               ,Equity,25000000  ,0         
EQOSQ ,               ,Equity,25000000  ,0         
EQR   ,               ,Equity,25000000  ,0         
EQRX  ,               ,Equity,25000000  ,0         
EQT   ,               ,Equity,25000000  ,0         
EQWL  ,               ,Equity,2500000   ,0         
EQX   ,               ,Equity,25000000  ,0         
ERAS  ,               ,Equity,25000000  ,0         
ERF   ,               ,Equity,25000000  ,0         
ERIC  ,               ,Equity,25000000  ,0         
ERIE  ,               ,Equity,2500000   ,0         
ERII  ,               ,Equity,7500000   ,0         
ERJ   ,               ,Equity,25000000  ,0         
ERNA  ,               ,Equity,25000000  ,0         
ERO   ,               ,Equity,2500000   ,0         
ERTH  ,               ,Equity,2500000   ,0         
ERX   ,               ,Equity,25000000  ,0         
ERY   ,               ,Equity,25000000  ,0         
ES    ,               ,Equity,25000000  ,0         
ESAB  ,               ,Equity,7500000   ,0         
ESCA  ,               ,Equity,2500000   ,0         
ESE   ,               ,Equity,2500000   ,0         
ESGD  ,               ,Equity,20000000  ,0         
ESGE  ,               ,Equity,25000000  ,0         
ESGR  ,               ,Equity,2500000   ,0         
ESGU  ,               ,Equity,25000000  ,0         
ESI   ,               ,Equity,25000000  ,0         
ESLT  ,               ,Equity,7500000   ,0         
ESMT  ,               ,Equity,7500000   ,0         
ESNT  ,               ,Equity,7500000   ,0         
ESPO  ,               ,Equity,2500000   ,0         
ESPR  ,               ,Equity,25000000  ,0         
ESRT  ,               ,Equity,25000000  ,0         
ESS   ,               ,Equity,7500000   ,0         
ESSA  ,               ,Equity,2500000   ,0         
ESTA  ,               ,Equity,5000000   ,0         
ESTC  ,               ,Equity,25000000  ,0         
ESTE  ,               ,Equity,25000000  ,0         
ET    ,               ,Equity,25000000  ,0         
ETD   ,               ,Equity,7500000   ,0         
ETN   ,               ,Equity,25000000  ,0         
ETNB  ,               ,Equity,25000000  ,0         
ETON  ,               ,Equity,2500000   ,0         
ETR   ,               ,Equity,25000000  ,0         
ETRN  ,               ,Equity,25000000  ,0         
ETSY  ,               ,Equity,25000000  ,0         
ETWO  ,               ,Equity,25000000  ,0         
EUFN  ,               ,Equity,25000000  ,0         
EUM   ,               ,Equity,5000000   ,0         
EUO   ,               ,Equity,5000000   ,0         
EURL  ,               ,Equity,2500000   ,0         
EURN  ,               ,Equity,25000000  ,0         
EUSA  ,               ,Equity,2500000   ,0         
EVA   ,               ,Equity,25000000  ,0         
EVAV  ,               ,Equity,2500000   ,0         
EVAX  ,               ,Equity,7500000   ,0         
EVBG  ,               ,Equity,25000000  ,0         
EVC   ,               ,Equity,7500000   ,0         
EVCM  ,               ,Equity,5000000   ,0         
EVER  ,               ,Equity,7500000   ,0         
EVEX  ,               ,Equity,2500000   ,0         
EVGN  ,               ,Equity,5000000   ,0         
EVGO  ,               ,Equity,25000000  ,0         
EVH   ,               ,Equity,25000000  ,0         
EVLO  ,               ,Equity,25000000  ,0         
EVLV  ,               ,Equity,25000000  ,0         
EVMT  ,               ,Equity,2500000   ,0         
EVR   ,               ,Equity,7500000   ,0         
EVRG  ,               ,Equity,25000000  ,0         
EVRI  ,               ,Equity,25000000  ,0         
EVTC  ,               ,Equity,7500000   ,0         
EVTL  ,               ,Equity,25000000  ,0         
EVTV  ,               ,Equity,7500000   ,0         
EVX   ,               ,Equity,2500000   ,0         
EW    ,               ,Equity,25000000  ,0         
EWA   ,               ,Equity,25000000  ,0         
EWBC  ,               ,Equity,25000000  ,0         
EWC   ,               ,Equity,25000000  ,0         
EWCZ  ,               ,Equity,7500000   ,0         
EWD   ,               ,Equity,7500000   ,0         
EWEB  ,               ,Equity,2500000   ,0         
EWG   ,               ,Equity,25000000  ,0         
EWGS  ,               ,Equity,2500000   ,0         
EWH   ,               ,Equity,25000000  ,0         
EWI   ,               ,Equity,25000000  ,0         
EWJ   ,               ,Equity,50000000  ,0         
EWK   ,               ,Equity,2500000   ,0         
EWL   ,               ,Equity,25000000  ,0         
EWM   ,               ,Equity,5000000   ,0         
EWMC  ,               ,Equity,2500000   ,0         
EWN   ,               ,Equity,2500000   ,0         
EWP   ,               ,Equity,7500000   ,0         
EWQ   ,               ,Equity,20000000  ,0         
EWS   ,               ,Equity,25000000  ,0         
EWT   ,               ,Equity,25000000  ,0         
EWTX  ,               ,Equity,5000000   ,0         
EWU   ,               ,Equity,25000000  ,0         
EWUS  ,               ,Equity,2500000   ,0         
EWV   ,               ,Equity,2500000   ,0         
EWW   ,               ,Equity,25000000  ,0         
EWX   ,               ,Equity,2500000   ,0         
EWY   ,               ,Equity,25000000  ,0         
EWZ   ,               ,Equity,50000000  ,0         
EWZS  ,               ,Equity,2500000   ,0         
EXAI  ,               ,Equity,7500000   ,0         
EXAS  ,               ,Equity,25000000  ,0         
EXC   ,               ,Equity,25000000  ,0         
EXEL  ,               ,Equity,25000000  ,0         
EXFY  ,               ,Equity,7500000   ,0         
EXI   ,               ,Equity,2500000   ,0         
EXK   ,               ,Equity,25000000  ,0         
EXLS  ,               ,Equity,5000000   ,0         
EXP   ,               ,Equity,5000000   ,0         
EXPD  ,               ,Equity,25000000  ,0         
EXPE  ,               ,Equity,25000000  ,0         
EXPI  ,               ,Equity,25000000  ,0         
EXPO  ,               ,Equity,7500000   ,0         
EXPR  ,               ,Equity,25000000  ,0         
EXR   ,               ,Equity,50000000  ,0         
EXTR  ,               ,Equity,25000000  ,0         
EYE   ,               ,Equity,25000000  ,0         
EYEN  ,               ,Equity,7500000   ,0         
EYPT  ,               ,Equity,7500000   ,0         
EZA   ,               ,Equity,5000000   ,0         
EZJ   ,               ,Equity,2500000   ,0         
EZM   ,               ,Equity,2500000   ,0         
EZPW  ,               ,Equity,20000000  ,0         
EZU   ,               ,Equity,25000000  ,0         
F     ,               ,Equity,25000000  ,0         
FA    ,               ,Equity,7500000   ,0         
FAB   ,               ,Equity,2500000   ,0         
FAD   ,               ,Equity,2500000   ,0         
FAF   ,               ,Equity,20000000  ,0         
FALN  ,               ,Equity,25000000  ,0         
FAN   ,               ,Equity,2500000   ,0         
FANG  ,               ,Equity,25000000  ,0         
FANH  ,               ,Equity,2500000   ,0         
FARM  ,               ,Equity,25000000  ,0         
FARO  ,               ,Equity,5000000   ,0         
FAS   ,               ,Equity,25000000  ,0         
FAST  ,               ,Equity,25000000  ,0         
FATE  ,               ,Equity,25000000  ,0         
FATH  ,               ,Equity,5000000   ,0         
FAZ   ,               ,Equity,25000000  ,0         
FAZE  ,               ,Equity,25000000  ,0         
FBIN  ,               ,Equity,25000000  ,0         
FBIO  ,               ,Equity,7500000   ,0         
FBIZ  ,               ,Equity,2500000   ,0         
FBK   ,               ,Equity,5000000   ,0         
FBMS  ,               ,Equity,2500000   ,0         
FBNC  ,               ,Equity,5000000   ,0         
FBND  ,               ,Equity,20000000  ,0         
FBP   ,               ,Equity,25000000  ,0         
FBRT  ,               ,Equity,7500000   ,0         
FBRX  ,               ,Equity,25000000  ,0         
FBT   ,               ,Equity,2500000   ,0         
FBZ   ,               ,Equity,2500000   ,0         
FC    ,               ,Equity,2500000   ,0         
FCA   ,               ,Equity,2500000   ,0         
FCBC  ,               ,Equity,2500000   ,0         
FCEL  ,               ,Equity,25000000  ,0         
FCF   ,               ,Equity,20000000  ,0         
FCFS  ,               ,Equity,5000000   ,0         
FCG   ,               ,Equity,25000000  ,0         
FCN   ,               ,Equity,5000000   ,0         
FCNCA ,               ,Equity,5000000   ,0         
FCOM  ,               ,Equity,2500000   ,0         
FCPI  ,               ,Equity,2500000   ,0         
FCPT  ,               ,Equity,7500000   ,0         
FCUV  ,               ,Equity,3750000   ,0         
FCX   ,               ,Equity,25000000  ,0         
FDD   ,               ,Equity,2500000   ,0         
FDIS  ,               ,Equity,5000000   ,0         
FDL   ,               ,Equity,25000000  ,0         
FDLO  ,               ,Equity,2500000   ,0         
FDMO  ,               ,Equity,2500000   ,0         
FDMT  ,               ,Equity,7500000   ,0         
FDN   ,               ,Equity,7500000   ,0         
FDNI  ,               ,Equity,2500000   ,0         
FDP   ,               ,Equity,5000000   ,0         
FDRR  ,               ,Equity,2500000   ,0         
FDRV  ,               ,Equity,2500000   ,0         
FDS   ,               ,Equity,5000000   ,0         
FDT   ,               ,Equity,2500000   ,0         
FDUS  ,               ,Equity,2500000   ,0         
FDVV  ,               ,Equity,5000000   ,0         
FDX   ,               ,Equity,25000000  ,0         
FE    ,               ,Equity,25000000  ,0         
FEAM  ,               ,Equity,5000000   ,0         
FELE  ,               ,Equity,5000000   ,0         
FEM   ,               ,Equity,2500000   ,0         
FEMS  ,               ,Equity,2500000   ,0         
FENC  ,               ,Equity,2500000   ,0         
FENG  ,               ,Equity,5000000   ,0         
FENY  ,               ,Equity,25000000  ,0         
FEP   ,               ,Equity,2500000   ,0         
FERG  ,               ,Equity,25000000  ,0         
FET   ,               ,Equity,2500000   ,0         
FEUZ  ,               ,Equity,2500000   ,0         
FEX   ,               ,Equity,2500000   ,0         
FEZ   ,               ,Equity,25000000  ,0         
FF    ,               ,Equity,5000000   ,0         
FFBC  ,               ,Equity,7500000   ,0         
FFIC  ,               ,Equity,5000000   ,0         
FFIE  ,               ,Equity,25000000  ,0         
FFIN  ,               ,Equity,7500000   ,0         
FFIV  ,               ,Equity,20000000  ,0         
FFTY  ,               ,Equity,2500000   ,0         
FFWM  ,               ,Equity,25000000  ,0         
FG    ,               ,Equity,5000000   ,0         
FGD   ,               ,Equity,5000000   ,0         
FGEN  ,               ,Equity,25000000  ,0         
FGH   ,               ,Equity,2500000   ,0         
FGM   ,               ,Equity,2500000   ,0         
FHB   ,               ,Equity,25000000  ,0         
FHI   ,               ,Equity,25000000  ,0         
FHLC  ,               ,Equity,5000000   ,0         
FHN   ,               ,Equity,25000000  ,0         
FHTX  ,               ,Equity,2500000   ,0         
FI    ,               ,Equity,25000000  ,0         
FIBK  ,               ,Equity,20000000  ,0         
FICO  ,               ,Equity,5000000   ,0         
FID   ,               ,Equity,2500000   ,0         
FIDI  ,               ,Equity,2500000   ,0         
FIDU  ,               ,Equity,2500000   ,0         
FIGS  ,               ,Equity,25000000  ,0         
FILL  ,               ,Equity,2500000   ,0         
FINV  ,               ,Equity,25000000  ,0         
FINX  ,               ,Equity,5000000   ,0         
FIP   ,               ,Equity,7500000   ,0         
FIS   ,               ,Equity,25000000  ,0         
FISI  ,               ,Equity,2500000   ,0         
FITB  ,               ,Equity,25000000  ,0         
FITE  ,               ,Equity,2500000   ,0         
FIVE  ,               ,Equity,25000000  ,0         
FIVG  ,               ,Equity,2500000   ,0         
FIVN  ,               ,Equity,25000000  ,0         
FIW   ,               ,Equity,2500000   ,0         
FIX   ,               ,Equity,5000000   ,0         
FIXD  ,               ,Equity,25000000  ,0         
FIXX  ,               ,Equity,5000000   ,0         
FIZZ  ,               ,Equity,7500000   ,0         
FJP   ,               ,Equity,2500000   ,0         
FKWL  ,               ,Equity,2500000   ,0         
FL    ,               ,Equity,25000000  ,0         
FLBR  ,               ,Equity,5000000   ,0         
FLCH  ,               ,Equity,2500000   ,0         
FLEX  ,               ,Equity,25000000  ,0         
FLGT  ,               ,Equity,25000000  ,0         
FLIC  ,               ,Equity,2500000   ,0         
FLJP  ,               ,Equity,7500000   ,0         
FLL   ,               ,Equity,2500000   ,0         
FLNC  ,               ,Equity,25000000  ,0         
FLNG  ,               ,Equity,20000000  ,0         
FLNT  ,               ,Equity,5000000   ,0         
FLO   ,               ,Equity,25000000  ,0         
FLOT  ,               ,Equity,25000000  ,0         
FLQL  ,               ,Equity,2500000   ,0         
FLQM  ,               ,Equity,2500000   ,0         
FLR   ,               ,Equity,25000000  ,0         
FLRN  ,               ,Equity,25000000  ,0         
FLS   ,               ,Equity,25000000  ,0         
FLT   ,               ,Equity,7500000   ,0         
FLTN  ,               ,Equity,2500000   ,0         
FLUX  ,               ,Equity,2500000   ,0         
FLWS  ,               ,Equity,20000000  ,0         
FLYW  ,               ,Equity,25000000  ,0         
FM    ,               ,Equity,5000000   ,0         
FMAO  ,               ,Equity,2500000   ,0         
FMAT  ,               ,Equity,2500000   ,0         
FMBH  ,               ,Equity,2500000   ,0         
FMC   ,               ,Equity,25000000  ,0         
FMNB  ,               ,Equity,2500000   ,0         
FMS   ,               ,Equity,25000000  ,0         
FMX   ,               ,Equity,25000000  ,0         
FN    ,               ,Equity,5000000   ,0         
FNA   ,               ,Equity,7500000   ,0         
FNB   ,               ,Equity,25000000  ,0         
FNCB  ,               ,Equity,2500000   ,0         
FNCH  ,               ,Equity,5000000   ,0         
FNCL  ,               ,Equity,2500000   ,0         
FND   ,               ,Equity,25000000  ,0         
FNDA  ,               ,Equity,7500000   ,0         
FNDB  ,               ,Equity,2500000   ,0         
FNDC  ,               ,Equity,7500000   ,0         
